"datasetID","site","scale","n"
258,"maxgrain_2CF_80",3,2
258,"maxgrain_2CF_82",3,3
258,"maxgrain_2CF_84",3,6
258,"maxgrain_2CF_92",3,7
258,"maxgrain_2CF_94",3,4
258,"maxgrain_2CF_96",3,4
258,"maxgrain_2CO_102",3,7
258,"maxgrain_2CO_104",3,4
258,"maxgrain_2CO_106",3,3
258,"maxgrain_2CO_108",3,7
258,"maxgrain_2CO_114",3,7
258,"maxgrain_2CO_116",3,8
258,"maxgrain_2CO_118",3,6
258,"maxgrain_2CO_12",3,2
258,"maxgrain_2CO_120",3,8
258,"maxgrain_2CO_126",3,5
258,"maxgrain_2CO_128",3,4
258,"maxgrain_2CO_130",3,5
258,"maxgrain_2CO_132",3,5
258,"maxgrain_2CO_138",3,3
258,"maxgrain_2CO_140",3,4
258,"maxgrain_2CO_142",3,4
258,"maxgrain_2CO_144",3,6
258,"maxgrain_2CO_18",3,5
258,"maxgrain_2CO_20",3,4
258,"maxgrain_2CO_22",3,2
258,"maxgrain_2CO_24",3,5
258,"maxgrain_2CO_30",3,3
258,"maxgrain_2CO_32",3,6
258,"maxgrain_2CO_34",3,7
258,"maxgrain_2CO_36",3,5
258,"maxgrain_2CO_42",3,11
258,"maxgrain_2CO_44",3,1
258,"maxgrain_2CO_46",3,5
258,"maxgrain_2CO_48",3,3
258,"maxgrain_2CO_54",3,5
258,"maxgrain_2CO_56",3,5
258,"maxgrain_2CO_58",3,3
258,"maxgrain_2CO_6",3,4
258,"maxgrain_2CO_60",3,6
258,"maxgrain_2CO_66",3,6
258,"maxgrain_2CO_68",3,5
258,"maxgrain_2CO_70",3,4
258,"maxgrain_2CO_72",3,5
258,"maxgrain_2CO_78",3,5
258,"maxgrain_2CO_8",3,5
258,"maxgrain_2CO_80",3,3
258,"maxgrain_2CO_82",3,3
258,"maxgrain_2CO_84",3,2
258,"maxgrain_2CO_90",3,5
258,"maxgrain_2CO_92",3,5
258,"maxgrain_2CO_94",3,5
258,"maxgrain_2CO_96",3,7
258,"maxgrain_3BF_10",3,6
258,"maxgrain_3BF_102",3,3
258,"maxgrain_3BF_104",3,2
258,"maxgrain_3BF_106",3,8
258,"maxgrain_3BF_108",3,8
258,"maxgrain_3BF_114",3,7
258,"maxgrain_3BF_116",3,6
258,"maxgrain_3BF_118",3,4
258,"maxgrain_3BF_12",3,3
258,"maxgrain_3BF_120",3,5
258,"maxgrain_3BF_128",3,3
258,"maxgrain_3BF_130",3,4
258,"maxgrain_3BF_132",3,7
258,"maxgrain_3BF_138",3,4
258,"maxgrain_3BF_140",3,7
258,"maxgrain_3BF_142",3,6
258,"maxgrain_3BF_144",3,6
258,"maxgrain_3BF_18",3,5
258,"maxgrain_3BF_20",3,6
258,"maxgrain_3BF_22",3,2
258,"maxgrain_3BF_24",3,8
258,"maxgrain_3BF_30",3,4
258,"maxgrain_3BF_32",3,7
258,"maxgrain_3BF_34",3,7
258,"maxgrain_3BF_36",3,7
258,"maxgrain_3BF_42",3,4
258,"maxgrain_3BF_44",3,6
258,"maxgrain_3BF_46",3,2
258,"maxgrain_3BF_48",3,2
258,"maxgrain_3BF_54",3,9
258,"maxgrain_3BF_56",3,5
258,"maxgrain_3BF_58",3,5
258,"maxgrain_3BF_6",3,3
258,"maxgrain_3BF_60",3,7
258,"maxgrain_3BF_66",3,9
258,"maxgrain_3BF_68",3,8
258,"maxgrain_3BF_70",3,8
258,"maxgrain_3BF_72",3,10
258,"maxgrain_3BF_78",3,3
258,"maxgrain_3BF_8",3,3
258,"maxgrain_3BF_80",3,6
258,"maxgrain_3BF_82",3,5
258,"maxgrain_3BF_84",3,3
258,"maxgrain_3BF_90",3,8
258,"maxgrain_3BF_92",3,7
258,"maxgrain_3BF_94",3,5
258,"maxgrain_3BF_96",3,4
258,"maxgrain_3BO_10",3,6
258,"maxgrain_3BO_102",3,6
258,"maxgrain_3BO_104",3,5
258,"maxgrain_3BO_106",3,8
258,"maxgrain_3BO_108",3,6
258,"maxgrain_3BO_114",3,7
258,"maxgrain_3BO_116",3,10
258,"maxgrain_3BO_118",3,7
258,"maxgrain_3BO_12",3,7
258,"maxgrain_3BO_120",3,5
258,"maxgrain_3BO_126",3,7
258,"maxgrain_3BO_128",3,6
258,"maxgrain_3BO_130",3,10
258,"maxgrain_3BO_132",3,4
258,"maxgrain_3BO_138",3,6
258,"maxgrain_3BO_140",3,8
258,"maxgrain_3BO_142",3,9
258,"maxgrain_3BO_144",3,6
258,"maxgrain_3BO_18",3,5
258,"maxgrain_3BO_20",3,7
258,"maxgrain_3BO_22",3,7
258,"maxgrain_3BO_24",3,6
258,"maxgrain_3BO_30",3,7
258,"maxgrain_3BO_32",3,8
258,"maxgrain_3BO_34",3,6
258,"maxgrain_3BO_36",3,6
258,"maxgrain_3BO_42",3,3
258,"maxgrain_3BO_44",3,5
258,"maxgrain_3BO_46",3,9
258,"maxgrain_3BO_48",3,9
258,"maxgrain_3BO_54",3,8
258,"maxgrain_3BO_56",3,7
258,"maxgrain_3BO_58",3,12
258,"maxgrain_3BO_6",3,5
258,"maxgrain_3BO_60",3,8
258,"maxgrain_3BO_66",3,7
258,"maxgrain_3BO_68",3,5
258,"maxgrain_3BO_70",3,8
258,"maxgrain_3BO_72",3,8
258,"maxgrain_3BO_78",3,6
258,"maxgrain_3BO_8",3,3
258,"maxgrain_3BO_80",3,2
258,"maxgrain_3BO_82",3,5
258,"maxgrain_3BO_84",3,6
258,"maxgrain_3BO_90",3,5
258,"maxgrain_3BO_92",3,4
258,"maxgrain_3BO_94",3,5
258,"maxgrain_3BO_96",3,6
258,"maxgrain_3CF_10",3,9
258,"maxgrain_3CF_102",3,10
258,"maxgrain_3CF_104",3,9
258,"maxgrain_3CF_106",3,9
258,"maxgrain_3CF_108",3,12
258,"maxgrain_3CF_114",3,6
258,"maxgrain_3CF_116",3,9
258,"maxgrain_3CF_118",3,9
258,"maxgrain_3CF_12",3,5
258,"maxgrain_3CF_120",3,5
258,"maxgrain_3CF_126",3,4
258,"maxgrain_3CF_128",3,7
258,"maxgrain_3CF_130",3,7
258,"maxgrain_3CF_132",3,7
258,"maxgrain_3CF_138",3,7
258,"maxgrain_3CF_140",3,6
258,"maxgrain_3CF_142",3,8
258,"maxgrain_3CF_144",3,10
258,"maxgrain_3CF_18",3,8
258,"maxgrain_3CF_20",3,7
258,"maxgrain_3CF_22",3,7
258,"maxgrain_3CF_24",3,2
258,"maxgrain_3CF_30",3,11
258,"maxgrain_3CF_32",3,10
258,"maxgrain_3CF_34",3,8
258,"maxgrain_3CF_36",3,6
258,"maxgrain_3CF_44",3,8
258,"maxgrain_3CF_46",3,6
258,"maxgrain_3CF_48",3,8
258,"maxgrain_3CF_54",3,5
258,"maxgrain_3CF_56",3,8
258,"maxgrain_3CF_58",3,6
258,"maxgrain_3CF_6",3,5
258,"maxgrain_3CF_60",3,2
258,"maxgrain_3CF_66",3,6
258,"maxgrain_3CF_68",3,11
258,"maxgrain_3CF_70",3,6
258,"maxgrain_3CF_72",3,11
258,"maxgrain_3CF_78",3,5
258,"maxgrain_3CF_8",3,7
258,"maxgrain_3CF_80",3,9
258,"maxgrain_3CF_82",3,8
258,"maxgrain_3CF_84",3,6
258,"maxgrain_3CF_90",3,8
258,"maxgrain_3CF_92",3,11
258,"maxgrain_3CF_94",3,6
258,"maxgrain_3CF_96",3,9
258,"maxgrain_3CO_10",3,7
258,"maxgrain_3CO_102",3,6
258,"maxgrain_3CO_104",3,4
258,"maxgrain_3CO_106",3,9
258,"maxgrain_3CO_108",3,7
258,"maxgrain_3CO_114",3,5
258,"maxgrain_3CO_116",3,3
258,"maxgrain_3CO_118",3,4
258,"maxgrain_3CO_12",3,4
258,"maxgrain_3CO_120",3,7
258,"maxgrain_3CO_126",3,10
258,"maxgrain_3CO_128",3,5
258,"maxgrain_3CO_130",3,12
258,"maxgrain_3CO_132",3,6
258,"maxgrain_3CO_138",3,8
258,"maxgrain_3CO_140",3,4
258,"maxgrain_3CO_142",3,9
258,"maxgrain_3CO_18",3,9
258,"maxgrain_3CO_20",3,11
258,"maxgrain_3CO_22",3,4
258,"maxgrain_3CO_30",3,3
258,"maxgrain_3CO_32",3,8
258,"maxgrain_3CO_34",3,7
258,"maxgrain_3CO_36",3,6
258,"maxgrain_3CO_42",3,5
258,"maxgrain_3CO_44",3,3
258,"maxgrain_3CO_46",3,4
258,"maxgrain_3CO_48",3,5
258,"maxgrain_3CO_54",3,8
258,"maxgrain_3CO_56",3,6
258,"maxgrain_3CO_58",3,7
258,"maxgrain_3CO_6",3,11
258,"maxgrain_3CO_60",3,4
258,"maxgrain_3CO_66",3,5
258,"maxgrain_3CO_68",3,5
258,"maxgrain_3CO_70",3,6
258,"maxgrain_3CO_72",3,7
258,"maxgrain_3CO_78",3,6
258,"maxgrain_3CO_8",3,3
258,"maxgrain_3CO_80",3,10
258,"maxgrain_3CO_82",3,11
258,"maxgrain_3CO_84",3,6
258,"maxgrain_3CO_90",3,5
258,"maxgrain_3CO_92",3,8
258,"maxgrain_3CO_94",3,8
258,"maxgrain_3CO_96",3,10
258,"maxgrain_4BF_10",3,5
258,"maxgrain_4BF_102",3,10
258,"maxgrain_4BF_104",3,7
258,"maxgrain_4BF_106",3,7
258,"maxgrain_4BF_108",3,7
258,"maxgrain_4BF_114",3,6
258,"maxgrain_4BF_116",3,8
258,"maxgrain_4BF_118",3,7
258,"maxgrain_4BF_12",3,6
258,"maxgrain_4BF_120",3,11
258,"maxgrain_4BF_126",3,6
258,"maxgrain_4BF_128",3,3
258,"maxgrain_4BF_130",3,5
258,"maxgrain_4BF_132",3,3
258,"maxgrain_4BF_138",3,6
258,"maxgrain_4BF_142",3,4
258,"maxgrain_4BF_144",3,6
258,"maxgrain_4BF_18",3,3
258,"maxgrain_4BF_20",3,5
258,"maxgrain_4BF_22",3,8
258,"maxgrain_4BF_24",3,5
258,"maxgrain_4BF_30",3,7
258,"maxgrain_4BF_32",3,5
258,"maxgrain_4BF_34",3,8
258,"maxgrain_4BF_36",3,7
258,"maxgrain_4BF_42",3,6
258,"maxgrain_4BF_44",3,9
258,"maxgrain_4BF_46",3,7
258,"maxgrain_4BF_48",3,7
258,"maxgrain_4BF_54",3,8
258,"maxgrain_4BF_56",3,5
258,"maxgrain_4BF_58",3,11
258,"maxgrain_4BF_6",3,6
258,"maxgrain_4BF_60",3,4
258,"maxgrain_4BF_66",3,8
258,"maxgrain_4BF_68",3,7
258,"maxgrain_4BF_70",3,4
258,"maxgrain_4BF_72",3,4
258,"maxgrain_4BF_78",3,8
258,"maxgrain_4BF_8",3,5
258,"maxgrain_4BF_80",3,7
258,"maxgrain_4BF_82",3,7
258,"maxgrain_4BF_84",3,4
258,"maxgrain_4BF_90",3,8
258,"maxgrain_4BF_92",3,5
258,"maxgrain_4BF_94",3,7
258,"maxgrain_4BF_96",3,9
258,"maxgrain_4BO_10",3,8
258,"maxgrain_4BO_102",3,6
258,"maxgrain_4BO_104",3,5
258,"maxgrain_4BO_106",3,4
258,"maxgrain_4BO_108",3,6
258,"maxgrain_4BO_114",3,4
258,"maxgrain_4BO_116",3,6
258,"maxgrain_4BO_118",3,8
258,"maxgrain_4BO_12",3,10
258,"maxgrain_4BO_120",3,7
258,"maxgrain_4BO_126",3,2
258,"maxgrain_4BO_128",3,9
258,"maxgrain_4BO_130",3,7
258,"maxgrain_4BO_132",3,7
258,"maxgrain_4BO_138",3,10
258,"maxgrain_4BO_140",3,10
258,"maxgrain_4BO_142",3,8
258,"maxgrain_4BO_144",3,11
258,"maxgrain_4BO_18",3,7
258,"maxgrain_4BO_20",3,8
258,"maxgrain_4BO_22",3,8
258,"maxgrain_4BO_24",3,9
258,"maxgrain_4BO_30",3,7
258,"maxgrain_4BO_32",3,9
258,"maxgrain_4BO_34",3,6
258,"maxgrain_4BO_36",3,15
258,"maxgrain_4BO_42",3,8
258,"maxgrain_4BO_44",3,4
258,"maxgrain_4BO_46",3,5
258,"maxgrain_4BO_48",3,7
258,"maxgrain_4BO_54",3,9
258,"maxgrain_4BO_56",3,2
258,"maxgrain_4BO_58",3,7
258,"maxgrain_4BO_6",3,7
258,"maxgrain_4BO_60",3,3
258,"maxgrain_4BO_66",3,7
258,"maxgrain_4BO_68",3,6
258,"maxgrain_4BO_70",3,9
258,"maxgrain_4BO_72",3,9
258,"maxgrain_4BO_78",3,8
258,"maxgrain_4BO_8",3,7
258,"maxgrain_4BO_80",3,8
258,"maxgrain_4BO_82",3,8
258,"maxgrain_4BO_84",3,7
258,"maxgrain_4BO_90",3,8
258,"maxgrain_4BO_92",3,6
258,"maxgrain_4BO_94",3,10
258,"maxgrain_4BO_96",3,3
258,"maxgrain_4CF_10",3,8
258,"maxgrain_4CF_104",3,8
258,"maxgrain_4CF_106",3,5
258,"maxgrain_4CF_108",3,7
258,"maxgrain_4CF_114",3,3
258,"maxgrain_4CF_116",3,10
258,"maxgrain_4CF_118",3,4
258,"maxgrain_4CF_12",3,9
258,"maxgrain_4CF_120",3,7
258,"maxgrain_4CF_126",3,5
258,"maxgrain_4CF_128",3,10
258,"maxgrain_4CF_130",3,9
258,"maxgrain_4CF_132",3,4
258,"maxgrain_4CF_138",3,6
258,"maxgrain_4CF_140",3,10
258,"maxgrain_4CF_142",3,5
258,"maxgrain_4CF_144",3,11
258,"maxgrain_4CF_18",3,10
258,"maxgrain_4CF_20",3,11
258,"maxgrain_4CF_22",3,7
258,"maxgrain_4CF_24",3,6
258,"maxgrain_4CF_30",3,9
258,"maxgrain_4CF_32",3,5
258,"maxgrain_4CF_34",3,9
258,"maxgrain_4CF_36",3,3
258,"maxgrain_4CF_42",3,6
258,"maxgrain_4CF_44",3,3
258,"maxgrain_4CF_46",3,3
258,"maxgrain_4CF_48",3,5
258,"maxgrain_4CF_54",3,2
258,"maxgrain_4CF_56",3,5
258,"maxgrain_4CF_58",3,4
258,"maxgrain_4CF_6",3,13
258,"maxgrain_4CF_60",3,7
258,"maxgrain_4CF_66",3,4
258,"maxgrain_4CF_68",3,5
258,"maxgrain_4CF_70",3,8
258,"maxgrain_4CF_72",3,7
258,"maxgrain_4CF_78",3,6
258,"maxgrain_4CF_8",3,4
258,"maxgrain_4CF_80",3,6
258,"maxgrain_4CF_82",3,6
258,"maxgrain_4CF_84",3,5
258,"maxgrain_4CF_90",3,5
258,"maxgrain_4CF_92",3,7
258,"maxgrain_4CF_94",3,3
258,"maxgrain_4CF_96",3,6
258,"maxgrain_4CO_102",3,7
258,"maxgrain_4CO_104",3,4
258,"maxgrain_4CO_106",3,5
258,"maxgrain_4CO_108",3,8
258,"maxgrain_4CO_114",3,7
258,"maxgrain_4CO_116",3,8
258,"maxgrain_4CO_118",3,7
258,"maxgrain_4CO_120",3,3
258,"maxgrain_4CO_126",3,6
258,"maxgrain_4CO_128",3,9
258,"maxgrain_4CO_130",3,7
258,"maxgrain_4CO_132",3,5
258,"maxgrain_4CO_138",3,6
258,"maxgrain_4CO_140",3,2
258,"maxgrain_4CO_18",3,5
258,"maxgrain_4CO_20",3,5
258,"maxgrain_4CO_22",3,3
258,"maxgrain_4CO_24",3,3
258,"maxgrain_4CO_30",3,6
258,"maxgrain_4CO_32",3,6
258,"maxgrain_4CO_34",3,4
258,"maxgrain_4CO_36",3,5
258,"maxgrain_4CO_42",3,7
258,"maxgrain_4CO_44",3,6
258,"maxgrain_4CO_46",3,4
258,"maxgrain_4CO_48",3,8
258,"maxgrain_4CO_54",3,7
258,"maxgrain_4CO_56",3,4
258,"maxgrain_4CO_58",3,5
258,"maxgrain_4CO_6",3,5
258,"maxgrain_4CO_60",3,5
258,"maxgrain_4CO_66",3,5
258,"maxgrain_4CO_68",3,6
258,"maxgrain_4CO_70",3,6
258,"maxgrain_4CO_72",3,9
258,"maxgrain_4CO_78",3,9
258,"maxgrain_4CO_8",3,5
258,"maxgrain_4CO_80",3,7
258,"maxgrain_4CO_82",3,6
258,"maxgrain_4CO_84",3,7
258,"maxgrain_4CO_90",3,4
258,"maxgrain_4CO_92",3,5
258,"maxgrain_4CO_94",3,11
258,"maxgrain_4CO_96",3,6
259,"1",1,60
259,"1_1",2,35
259,"1_11",2,31
259,"1_12",2,28
259,"1_13",2,37
259,"1_14",2,26
259,"1_15",2,30
259,"1_17",2,29
259,"1_18",2,32
259,"1_19",2,29
259,"1_2",2,26
259,"1_20",2,34
259,"1_21",2,33
259,"1_22",2,31
259,"1_24",2,28
259,"1_3",2,32
259,"1_4",2,30
259,"1_5",2,29
259,"1_6",2,34
259,"1_7",2,30
259,"1_8",2,32
259,"1_9",2,31
259,"1_10",2,34
259,"1_16",2,30
259,"1_23",2,30
259,"1_1_11",3,12
259,"1_1_13",3,13
259,"1_1_15",3,13
259,"1_1_17",3,12
259,"1_1_31",3,5
259,"1_1_33",3,8
259,"1_1_35",3,7
259,"1_1_37",3,5
259,"1_1_51",3,11
259,"1_1_53",3,8
259,"1_1_55",3,5
259,"1_1_57",3,8
259,"1_1_71",3,11
259,"1_1_73",3,12
259,"1_1_75",3,9
259,"1_1_77",3,13
259,"1_10_11",3,10
259,"1_10_13",3,10
259,"1_10_15",3,9
259,"1_10_17",3,8
259,"1_10_31",3,7
259,"1_10_33",3,11
259,"1_10_35",3,13
259,"1_10_37",3,9
259,"1_10_51",3,7
259,"1_10_53",3,11
259,"1_10_55",3,11
259,"1_10_57",3,6
259,"1_10_71",3,8
259,"1_10_73",3,9
259,"1_10_75",3,10
259,"1_10_77",3,2
259,"1_11_11",3,10
259,"1_11_13",3,10
259,"1_11_15",3,10
259,"1_11_17",3,8
259,"1_11_31",3,9
259,"1_11_33",3,10
259,"1_11_35",3,8
259,"1_11_37",3,7
259,"1_11_51",3,6
259,"1_11_53",3,11
259,"1_11_55",3,10
259,"1_11_57",3,13
259,"1_11_71",3,8
259,"1_11_73",3,11
259,"1_11_75",3,7
259,"1_11_77",3,3
259,"1_12_11",3,8
259,"1_12_13",3,11
259,"1_12_15",3,6
259,"1_12_17",3,9
259,"1_12_31",3,10
259,"1_12_33",3,7
259,"1_12_35",3,9
259,"1_12_37",3,11
259,"1_12_51",3,9
259,"1_12_53",3,8
259,"1_12_55",3,9
259,"1_12_57",3,9
259,"1_12_71",3,10
259,"1_12_73",3,7
259,"1_12_75",3,8
259,"1_12_77",3,10
259,"1_13_11",3,12
259,"1_13_13",3,6
259,"1_13_15",3,11
259,"1_13_17",3,13
259,"1_13_31",3,7
259,"1_13_33",3,13
259,"1_13_35",3,9
259,"1_13_37",3,14
259,"1_13_51",3,8
259,"1_13_53",3,11
259,"1_13_55",3,12
259,"1_13_57",3,13
259,"1_13_71",3,8
259,"1_13_73",3,8
259,"1_13_75",3,6
259,"1_13_77",3,12
259,"1_14_11",3,11
259,"1_14_13",3,10
259,"1_14_15",3,10
259,"1_14_17",3,9
259,"1_14_31",3,8
259,"1_14_33",3,8
259,"1_14_35",3,10
259,"1_14_37",3,9
259,"1_14_51",3,10
259,"1_14_53",3,5
259,"1_14_55",3,5
259,"1_14_57",3,11
259,"1_14_71",3,9
259,"1_14_73",3,15
259,"1_14_75",3,11
259,"1_14_77",3,10
259,"1_15_11",3,9
259,"1_15_13",3,5
259,"1_15_15",3,2
259,"1_15_17",3,10
259,"1_15_31",3,7
259,"1_15_33",3,4
259,"1_15_35",3,7
259,"1_15_37",3,7
259,"1_15_51",3,5
259,"1_15_53",3,8
259,"1_15_55",3,6
259,"1_15_57",3,9
259,"1_15_71",3,4
259,"1_15_73",3,6
259,"1_15_75",3,3
259,"1_15_77",3,7
259,"1_16_11",3,5
259,"1_16_13",3,6
259,"1_16_15",3,7
259,"1_16_17",3,10
259,"1_16_31",3,7
259,"1_16_33",3,8
259,"1_16_35",3,8
259,"1_16_37",3,6
259,"1_16_51",3,5
259,"1_16_53",3,10
259,"1_16_55",3,6
259,"1_16_57",3,4
259,"1_16_71",3,8
259,"1_16_73",3,8
259,"1_16_75",3,9
259,"1_16_77",3,8
259,"1_17_11",3,10
259,"1_17_13",3,6
259,"1_17_15",3,9
259,"1_17_17",3,7
259,"1_17_31",3,10
259,"1_17_33",3,7
259,"1_17_35",3,10
259,"1_17_37",3,14
259,"1_17_51",3,9
259,"1_17_53",3,8
259,"1_17_55",3,8
259,"1_17_57",3,12
259,"1_17_71",3,6
259,"1_17_73",3,7
259,"1_17_75",3,10
259,"1_17_77",3,8
259,"1_18_11",3,11
259,"1_18_13",3,5
259,"1_18_15",3,6
259,"1_18_17",3,7
259,"1_18_31",3,8
259,"1_18_33",3,9
259,"1_18_35",3,6
259,"1_18_37",3,11
259,"1_18_51",3,12
259,"1_18_53",3,12
259,"1_18_55",3,10
259,"1_18_57",3,10
259,"1_18_71",3,5
259,"1_18_73",3,11
259,"1_18_75",3,8
259,"1_18_77",3,8
259,"1_19_11",3,11
259,"1_19_13",3,10
259,"1_19_15",3,10
259,"1_19_17",3,10
259,"1_19_31",3,8
259,"1_19_33",3,9
259,"1_19_35",3,15
259,"1_19_37",3,10
259,"1_19_51",3,9
259,"1_19_53",3,8
259,"1_19_55",3,10
259,"1_19_57",3,8
259,"1_19_71",3,5
259,"1_19_73",3,4
259,"1_19_75",3,9
259,"1_19_77",3,12
259,"1_2_11",3,9
259,"1_2_13",3,7
259,"1_2_15",3,8
259,"1_2_17",3,5
259,"1_2_31",3,12
259,"1_2_33",3,10
259,"1_2_35",3,10
259,"1_2_37",3,5
259,"1_2_51",3,4
259,"1_2_53",3,11
259,"1_2_55",3,9
259,"1_2_57",3,10
259,"1_2_71",3,8
259,"1_2_73",3,6
259,"1_2_75",3,13
259,"1_2_77",3,7
259,"1_20_11",3,8
259,"1_20_13",3,11
259,"1_20_15",3,8
259,"1_20_17",3,12
259,"1_20_31",3,11
259,"1_20_33",3,7
259,"1_20_35",3,7
259,"1_20_37",3,14
259,"1_20_51",3,8
259,"1_20_53",3,9
259,"1_20_55",3,12
259,"1_20_57",3,11
259,"1_20_71",3,10
259,"1_20_73",3,9
259,"1_20_75",3,10
259,"1_20_77",3,10
259,"1_21_11",3,12
259,"1_21_13",3,9
259,"1_21_15",3,10
259,"1_21_17",3,6
259,"1_21_31",3,8
259,"1_21_33",3,6
259,"1_21_35",3,9
259,"1_21_37",3,7
259,"1_21_51",3,12
259,"1_21_53",3,11
259,"1_21_55",3,8
259,"1_21_57",3,13
259,"1_21_71",3,3
259,"1_21_73",3,7
259,"1_21_75",3,8
259,"1_21_77",3,13
259,"1_22_11",3,8
259,"1_22_13",3,11
259,"1_22_15",3,10
259,"1_22_17",3,11
259,"1_22_31",3,12
259,"1_22_33",3,14
259,"1_22_35",3,10
259,"1_22_37",3,12
259,"1_22_51",3,8
259,"1_22_53",3,11
259,"1_22_55",3,13
259,"1_22_57",3,9
259,"1_22_71",3,9
259,"1_22_73",3,13
259,"1_22_75",3,10
259,"1_22_77",3,14
259,"1_23_11",3,7
259,"1_23_13",3,8
259,"1_23_15",3,9
259,"1_23_17",3,12
259,"1_23_31",3,7
259,"1_23_33",3,9
259,"1_23_35",3,10
259,"1_23_37",3,11
259,"1_23_51",3,9
259,"1_23_53",3,9
259,"1_23_55",3,13
259,"1_23_57",3,10
259,"1_23_71",3,10
259,"1_23_73",3,12
259,"1_23_75",3,8
259,"1_23_77",3,9
259,"1_24_11",3,10
259,"1_24_13",3,10
259,"1_24_15",3,11
259,"1_24_17",3,5
259,"1_24_31",3,7
259,"1_24_33",3,8
259,"1_24_35",3,4
259,"1_24_37",3,10
259,"1_24_51",3,12
259,"1_24_53",3,7
259,"1_24_55",3,5
259,"1_24_57",3,8
259,"1_24_71",3,8
259,"1_24_73",3,5
259,"1_24_75",3,7
259,"1_24_77",3,9
259,"1_3_11",3,6
259,"1_3_13",3,7
259,"1_3_15",3,5
259,"1_3_17",3,8
259,"1_3_31",3,4
259,"1_3_33",3,5
259,"1_3_35",3,12
259,"1_3_37",3,8
259,"1_3_51",3,7
259,"1_3_53",3,8
259,"1_3_55",3,7
259,"1_3_57",3,10
259,"1_3_71",3,8
259,"1_3_73",3,7
259,"1_3_75",3,5
259,"1_3_77",3,7
259,"1_4_11",3,10
259,"1_4_13",3,8
259,"1_4_15",3,7
259,"1_4_17",3,7
259,"1_4_31",3,6
259,"1_4_33",3,7
259,"1_4_35",3,11
259,"1_4_37",3,9
259,"1_4_51",3,12
259,"1_4_53",3,12
259,"1_4_55",3,10
259,"1_4_57",3,9
259,"1_4_71",3,7
259,"1_4_73",3,8
259,"1_4_75",3,14
259,"1_4_77",3,7
259,"1_5_11",3,10
259,"1_5_13",3,7
259,"1_5_15",3,10
259,"1_5_17",3,7
259,"1_5_31",3,8
259,"1_5_33",3,5
259,"1_5_35",3,8
259,"1_5_37",3,10
259,"1_5_51",3,7
259,"1_5_53",3,8
259,"1_5_55",3,4
259,"1_5_57",3,10
259,"1_5_71",3,7
259,"1_5_73",3,8
259,"1_5_75",3,7
259,"1_5_77",3,10
259,"1_6_11",3,7
259,"1_6_13",3,9
259,"1_6_15",3,7
259,"1_6_17",3,8
259,"1_6_31",3,9
259,"1_6_33",3,11
259,"1_6_35",3,8
259,"1_6_37",3,12
259,"1_6_51",3,8
259,"1_6_53",3,9
259,"1_6_55",3,9
259,"1_6_57",3,11
259,"1_6_71",3,9
259,"1_6_73",3,5
259,"1_6_75",3,6
259,"1_6_77",3,13
259,"1_7_11",3,7
259,"1_7_13",3,10
259,"1_7_15",3,12
259,"1_7_17",3,6
259,"1_7_31",3,4
259,"1_7_33",3,7
259,"1_7_35",3,8
259,"1_7_37",3,7
259,"1_7_51",3,7
259,"1_7_53",3,9
259,"1_7_55",3,9
259,"1_7_57",3,5
259,"1_7_71",3,6
259,"1_7_73",3,6
259,"1_7_75",3,6
259,"1_7_77",3,7
259,"1_8_11",3,11
259,"1_8_13",3,11
259,"1_8_15",3,10
259,"1_8_17",3,7
259,"1_8_31",3,9
259,"1_8_33",3,10
259,"1_8_35",3,10
259,"1_8_37",3,9
259,"1_8_51",3,10
259,"1_8_53",3,12
259,"1_8_55",3,9
259,"1_8_57",3,12
259,"1_8_71",3,8
259,"1_8_73",3,9
259,"1_8_75",3,7
259,"1_8_77",3,8
259,"1_9_11",3,9
259,"1_9_13",3,11
259,"1_9_15",3,9
259,"1_9_17",3,8
259,"1_9_31",3,5
259,"1_9_33",3,7
259,"1_9_35",3,5
259,"1_9_37",3,7
259,"1_9_51",3,4
259,"1_9_53",3,8
259,"1_9_55",3,5
259,"1_9_57",3,5
259,"1_9_71",3,6
259,"1_9_73",3,5
259,"1_9_75",3,5
259,"1_9_77",3,6
274,"maxgrain",1,24
274,"maxgrain_000b",2,11
274,"maxgrain_001d",2,13
274,"maxgrain_002c",2,15
274,"maxgrain_002d",2,14
274,"maxgrain_004b",2,14
274,"maxgrain_004d",2,10
274,"maxgrain_004f",2,15
274,"maxgrain_020b",2,14
274,"maxgrain_0spb",2,15
274,"maxgrain_0sub",2,16
274,"maxgrain_n01a",2,26
274,"maxgrain_n01b",2,21
274,"maxgrain_n04a",2,24
274,"maxgrain_n04d",2,22
274,"maxgrain_n20a",2,20
274,"maxgrain_n20b",2,18
275,"El Verde",1,16
275,"El Verde_100",2,4
275,"El Verde_139",2,4
275,"El Verde_142",2,7
275,"El Verde_145",2,5
275,"El Verde_148",2,5
275,"El Verde_151",2,4
275,"El Verde_190",2,5
275,"El Verde_193",2,5
275,"El Verde_199",2,3
275,"El Verde_202",2,3
275,"El Verde_241",2,3
275,"El Verde_250",2,5
275,"El Verde_292",2,3
275,"El Verde_295",2,4
275,"El Verde_298",2,4
275,"El Verde_301",2,4
275,"El Verde_304",2,3
275,"El Verde_343",2,3
275,"El Verde_346",2,4
275,"El Verde_349",2,3
275,"El Verde_352",2,4
275,"El Verde_355",2,3
